cleaned,vector
restaurer mur sale sol colle  serveur aimable  repa froid bref bof bof,"[0.48275765776634216, 0.01721794344484806, 0.037626419216394424, 0.2723352015018463, 0.18391327559947968, -0.5498046875, 0.036553800106048584, -0.05684787780046463, -0.44926247000694275, 0.16453714668750763, 0.3004414439201355, -0.10296566039323807, -0.34219011664390564, -0.1329556554555893, 0.04470807686448097, 0.3868359625339508, -0.061426158994436264, 0.019379165023565292, -0.09539356827735901, 0.5298612713813782, 0.3237399756908417, 0.4524373710155487, 0.3561074435710907, -0.45402953028678894, -0.2845284640789032, 0.3029020428657532, -0.047206319868564606, 0.04550299793481827, -0.0590723380446434, -0.1505509912967682, 0.00018444946908857673, 0.24177943170070648, 0.01020452193915844, -0.13580729067325592, -0.0021597621962428093, -0.05218540504574776, 0.04567720741033554, -0.029258273541927338, -0.02616826444864273, -0.05878876894712448, -0.2464754581451416, 0.060881342738866806, -0.18715475499629974, -0.09106703847646713, 0.1887880265712738, -0.20613841712474823, 0.046558596193790436, -0.17034918069839478, -0.08447031676769257, 0.2788080871105194, 0.23004627227783203, 0.15793150663375854, 0.29818952083587646, 0.2577250301837921, 0.1749621480703354, 0.14359363913536072, 0.20994976162910461, -0.07300809770822525, -0.19850827753543854, 0.22613538801670074, -0.09348401427268982, -0.017713448032736778, 0.0944930836558342, 0.005979730747640133]"
décevoir restaurant spacieux trop grand  cuisine classique saveur prix important  rien mémorable,"[0.2809029519557953, 0.004621143918484449, 0.04065737500786781, 0.12414601445198059, 0.09169424325227737, -0.31015822291374207, 0.030191512778401375, -0.0364605113863945, -0.27429094910621643, 0.0841534286737442, 0.15104009211063385, -0.055199358612298965, -0.16852276027202606, -0.0623062364757061, 0.024220868945121765, 0.22636941075325012, -0.04065077751874924, 0.018283793702721596, -0.0547252781689167, 0.2788827419281006, 0.17649555206298828, 0.24351440370082855, 0.21393446624279022, -0.23955807089805603, -0.11799686402082443, 0.17860515415668488, -0.04909355193376541, 0.017860207706689835, -0.01598086953163147, -0.09029641002416611, 0.013974417932331562, 0.15325967967510223, -0.00989472959190607, -0.07002328336238861, 0.009333577007055283, -0.016152676194906235, 0.029815254732966423, -0.003503327025100589, 0.00160750444047153, -0.020169619470834732, -0.13345858454704285, 0.019235534593462944, -0.09576396644115448, -0.06035766005516052, 0.07812128216028214, -0.10964484512805939, 0.041343383491039276, -0.08571583032608032, -0.08795835077762604, 0.15381047129631042, 0.11048968881368637, 0.08120878040790558, 0.15692923963069916, 0.14330241084098816, 0.08914060890674591, 0.08353336155414581, 0.12426631897687912, -0.031955063343048096, -0.10663676261901855, 0.10795456171035767, -0.03664360195398331, -0.027615029364824295, 0.03360704332590103, 0.009344103746116161]"
comprendre succès lieu  cadre semi-industriel froid mérite spacieux accueil moyen,"[0.3403613567352295, -0.008544624783098698, 0.0644584447145462, 0.16626909375190735, 0.12055511027574539, -0.42247265577316284, 0.05543935298919678, -0.040197283029556274, -0.3251858949661255, 0.11512307077646255, 0.18407601118087769, -0.06570404022932053, -0.2472211867570877, -0.07558088004589081, 0.030562978237867355, 0.28717681765556335, -0.07788705825805664, 0.03345960006117821, -0.07623237371444702, 0.35463449358940125, 0.20230522751808167, 0.3153180480003357, 0.2608044147491455, -0.3052961826324463, -0.14344027638435364, 0.23357990384101868, -0.03889741748571396, 0.008946537040174007, -0.028830012306571007, -0.12807431817054749, -0.012683389708399773, 0.18649999797344208, -0.014179683290421963, -0.07478542625904083, 0.016535963863134384, -0.03022419661283493, 0.06436359137296677, -0.008725662715733051, -0.011938177049160004, -0.039463888853788376, -0.16454167664051056, 0.02352612279355526, -0.12882256507873535, -0.07307228446006775, 0.1304108202457428, -0.13338547945022583, 0.048337724059820175, -0.10266371816396713, -0.0944870337843895, 0.20779471099376678, 0.15125909447669983, 0.11420588940382004, 0.20116032660007477, 0.17007242143154144, 0.1194198876619339, 0.0779385045170784, 0.14284655451774597, -0.0534067265689373, -0.1581287682056427, 0.1535688191652298, -0.07347538322210312, -0.03443368896842003, 0.06870871782302856, 0.027783848345279694]"
décevant  restaurer moyen erreur facture vaisselle abîmé plat digne pizzeria moyen déconseille,"[0.42768147587776184, 0.004907818511128426, 0.06253187358379364, 0.2004438042640686, 0.11040334403514862, -0.47048521041870117, 0.060092560946941376, -0.05004635080695152, -0.40873095393180847, 0.1576935350894928, 0.22456304728984833, -0.06910181790590286, -0.29010653495788574, -0.09373768419027328, 0.0378715842962265, 0.35225915908813477, -0.06702964007854462, 0.03864474594593048, -0.11467152833938599, 0.4479433298110962, 0.24352283775806427, 0.36720752716064453, 0.3242921233177185, -0.3610619306564331, -0.20387297868728638, 0.2531706690788269, -0.0455450676381588, 0.01534249633550644, -0.024872304871678352, -0.1361904740333557, 0.019221972674131393, 0.22955751419067383, -0.019509609788656235, -0.10339352488517761, 0.014496876858174801, -0.04683785140514374, 0.0786205530166626, -0.001892479253001511, 0.01027803122997284, -0.0208575502038002, -0.18301419913768768, 0.02463819459080696, -0.14487391710281372, -0.08596344292163849, 0.12275341153144836, -0.16118042171001434, 0.06116405129432678, -0.1227349042892456, -0.10619103163480759, 0.2525486648082733, 0.15586575865745544, 0.13042399287223816, 0.2508423328399658, 0.20570969581604004, 0.12669436633586884, 0.11831847578287125, 0.162641704082489, -0.047165945172309875, -0.19274871051311493, 0.17297962307929993, -0.06255287677049637, -0.05424059182405472, 0.0840454250574112, 0.03478630632162094]"
attention  gros déception avoir suivre avis site ressembler rien dire réservation non fumeur accepter,"[0.4882892072200775, -0.020561223849654198, 0.08049419522285461, 0.25788414478302, 0.16817665100097656, -0.5795997977256775, 0.08722635358572006, -0.07120788097381592, -0.4784846603870392, 0.22040849924087524, 0.28653091192245483, -0.10625310987234116, -0.33239489793777466, -0.13381674885749817, 0.04768584668636322, 0.4015769958496094, -0.07849080115556717, 0.019919294863939285, -0.11053159832954407, 0.5185844898223877, 0.3052990734577179, 0.4511687457561493, 0.3561266362667084, -0.4369763433933258, -0.20086239278316498, 0.30295848846435547, -0.0509190633893013, 0.013017658144235611, -0.04120035469532013, -0.18088915944099426, -0.013932943344116211, 0.24240170419216156, -0.011160418391227722, -0.11929196119308472, -0.0006653645541518927, -0.02831370010972023, 0.1024392768740654, -0.03742644563317299, -0.0013533160090446472, -0.03827345743775368, -0.21086417138576508, 0.03339462727308273, -0.1959875226020813, -0.07566604763269424, 0.1791442185640335, -0.17535148561000824, 0.04079494625329971, -0.16322840750217438, -0.12774042785167694, 0.3140234053134918, 0.18539270758628845, 0.1932767778635025, 0.2863994538784027, 0.19671474397182465, 0.1850605309009552, 0.1550157368183136, 0.21307061612606049, -0.057225100696086884, -0.21959248185157776, 0.21722115576267242, -0.09944149106740952, -0.03339752182364464, 0.10091547667980194, 0.0034715987276285887]"
mieux  attendre restaurant ambiance terrible peut-être cause dinde service,"[0.21481670439243317, 0.010009817779064178, 0.04905804991722107, 0.13055379688739777, 0.09326652437448502, -0.29776155948638916, 0.05047067254781723, -0.040712010115385056, -0.2298462688922882, 0.07687534391880035, 0.1378956288099289, -0.05127254128456116, -0.16832178831100464, -0.05804039165377617, 0.026866745203733444, 0.20740363001823425, -0.03844717517495155, 0.0018586547812446952, -0.05054131895303726, 0.2723880708217621, 0.14411866664886475, 0.2431836575269699, 0.17363613843917847, -0.1943904161453247, -0.1072712317109108, 0.15795177221298218, -0.0305100679397583, -0.013593525625765324, -0.018929870799183846, -0.0938369482755661, -0.004816977307200432, 0.12773604691028595, -0.0017894536722451448, -0.06788744777441025, 0.008839577436447144, -0.031420037150382996, 0.04544413089752197, 0.00098143657669425, -0.009798630140721798, -0.032044243067502975, -0.11170634627342224, 0.024537716060876846, -0.09165379405021667, -0.049005016684532166, 0.0868619829416275, -0.0699828714132309, 0.02797682024538517, -0.06549514830112457, -0.05465271696448326, 0.15325947105884552, 0.08660046756267548, 0.07426262646913528, 0.1290733963251114, 0.10125304013490677, 0.08933018893003464, 0.0690903589129448, 0.0977281779050827, -0.0076897842809557915, -0.12109193205833435, 0.10500328987836838, -0.0448579415678978, -0.02465968020260334, 0.03990154340863228, 0.014049628749489784]"
bof  cuisine délicieux aviser arriver fin service ingrédient noter,"[0.43669116497039795, -0.001101879053749144, 0.06424272060394287, 0.25101250410079956, 0.15780648589134216, -0.5190657377243042, 0.06238332763314247, -0.04635212570428848, -0.4305605888366699, 0.16244034469127655, 0.26023557782173157, -0.11359625309705734, -0.3184677064418793, -0.09895072877407074, 0.03892534598708153, 0.3723870813846588, -0.07508737593889236, 0.019928602501749992, -0.10874906182289124, 0.4883371591567993, 0.2786879241466522, 0.4053032100200653, 0.35298964381217957, -0.4056292772293091, -0.23428648710250854, 0.2757018208503723, -0.04802893474698067, 0.044008467346429825, -0.036982979625463486, -0.13384217023849487, 0.0036139823496341705, 0.2258264720439911, -0.007363482844084501, -0.12140268087387085, -0.011579638347029686, -0.03302040323615074, 0.06253181397914886, -0.010778619907796383, -0.010954953730106354, -0.040444113314151764, -0.2259760946035385, 0.061839133501052856, -0.16177159547805786, -0.08875396102666855, 0.1531457006931305, -0.19030573964118958, 0.040847886353731155, -0.15609696507453918, -0.1159842237830162, 0.25009778141975403, 0.19738276302814484, 0.12746316194534302, 0.2822031080722809, 0.22387242317199707, 0.17223306000232697, 0.13438239693641663, 0.19190561771392822, -0.06887197494506836, -0.18340983986854553, 0.1983623504638672, -0.08492184430360794, -0.028180206194519997, 0.0912565290927887, 0.01762998290359974]"
presque agréable  cher nourriture mauvais qualitée industriel mets ambiance désagréable placer,"[0.3186711370944977, 0.001791832852177322, 0.06327519565820694, 0.1405864655971527, 0.1040283739566803, -0.3711260259151459, 0.0588737353682518, -0.025836771354079247, -0.29060661792755127, 0.11579810827970505, 0.1776248663663864, -0.0504751056432724, -0.2209949493408203, -0.07866378128528595, 0.007480961736291647, 0.2542838752269745, -0.05480429530143738, 0.012131676077842712, -0.0847836434841156, 0.3199445605278015, 0.17723402380943298, 0.29996341466903687, 0.24752633273601532, -0.2594670057296753, -0.14271117746829987, 0.18299464881420135, -0.05146271362900734, 0.014734089374542236, -0.002894052304327488, -0.12178348749876022, 0.003108142875134945, 0.17214547097682953, -0.006620396859943867, -0.07155462354421616, 0.02028435654938221, -0.03172503411769867, 0.06770852208137512, -0.004680171143263578, 0.00721821328625083, -0.0042350715957582, -0.16214294731616974, 0.040219053626060486, -0.10594253987073898, -0.06422320008277893, 0.08683791756629944, -0.12145163118839264, 0.04217171669006348, -0.08426044136285782, -0.10200817883014679, 0.18916413187980652, 0.1200442686676979, 0.09033727645874023, 0.19414904713630676, 0.15436817705631256, 0.1204882264137268, 0.0767742469906807, 0.12909235060214996, -0.014405768364667892, -0.12814562022686005, 0.13212385773658752, -0.03609396889805794, -0.024392468854784966, 0.04472038522362709, 0.014434624463319778]"
sushi saveur coller arriver complètement renverser boite livraison,"[0.4931786060333252, -0.02717379666864872, 0.08369007706642151, 0.24414373934268951, 0.16680747270584106, -0.5778108835220337, 0.10097158700227737, -0.05059008300304413, -0.47889652848243713, 0.18523618578910828, 0.2711922228336334, -0.11534567922353745, -0.35330337285995483, -0.1045314371585846, 0.03622005507349968, 0.4068971276283264, -0.07899020612239838, 0.048783812671899796, -0.10950470715761185, 0.5344423055648804, 0.2930781841278076, 0.44800785183906555, 0.38979724049568176, -0.43179839849472046, -0.2317642718553543, 0.3075414001941681, -0.06279031932353973, 0.015653805807232857, -0.04590736702084541, -0.15927083790302277, 0.0010553916217759252, 0.26870736479759216, -0.014405759051442146, -0.12280379235744476, 0.012970734387636185, -0.059016481041908264, 0.08679495006799698, -0.006068267859518528, -0.015251455828547478, -0.030844680964946747, -0.21543794870376587, 0.04798576980829239, -0.18328061699867249, -0.09527379274368286, 0.15410669147968292, -0.17865967750549316, 0.057961978018283844, -0.16436779499053955, -0.13705365359783173, 0.29056888818740845, 0.21330203115940094, 0.13916483521461487, 0.2945004403591156, 0.21905137598514557, 0.16765432059764862, 0.14073194563388824, 0.21031560003757477, -0.06309130787849426, -0.217454195022583, 0.21971595287322998, -0.06941743195056915, -0.05195579305291176, 0.09426452964544296, 0.017357060685753822]"
cadre sympathique adresse courrue arriver tôt salle petit nombre place limité carte présenter tableau présence plat,"[0.5076153874397278, -0.007681912276893854, 0.08714836835861206, 0.2337968349456787, 0.17442691326141357, -0.6088758707046509, 0.08417648822069168, -0.04191787168383598, -0.49935075640678406, 0.1813805103302002, 0.29287752509117126, -0.12586107850074768, -0.37359145283699036, -0.11090818792581558, 0.048133913427591324, 0.45532217621803284, -0.08967304229736328, 0.04800834879279137, -0.11453817784786224, 0.5625900626182556, 0.29387804865837097, 0.46595650911331177, 0.3868485689163208, -0.43355831503868103, -0.2539735734462738, 0.3272164762020111, -0.07201126962900162, 0.003868344472721219, -0.04431368038058281, -0.15869200229644775, 0.009835964068770409, 0.2547912299633026, -0.024307727813720703, -0.1295013278722763, 0.007743986323475838, -0.052541494369506836, 0.07402303814888, 0.00888307485729456, -0.006869962904602289, -0.030514918267726898, -0.22396165132522583, 0.029782993718981743, -0.18963536620140076, -0.09793388098478317, 0.17657600343227386, -0.1868334263563156, 0.06405128538608551, -0.15661408007144928, -0.1397954821586609, 0.3087647557258606, 0.21933847665786743, 0.16090884804725647, 0.31737878918647766, 0.20692038536071777, 0.16972194612026215, 0.14134961366653442, 0.20777420699596405, -0.046601902693510056, -0.22698810696601868, 0.2265424281358719, -0.07558280974626541, -0.05067550763487816, 0.11299256235361099, 0.021555928513407707]"
beaucoup choix sourire  beaucoup choix bon plat emporter cher contre falloir,"[0.1116785928606987, 0.017255501821637154, -0.005762272514402866, 0.03077751211822033, 0.03902122750878334, -0.12016505002975464, 0.03646266087889671, -0.06420792639255524, -0.12888270616531372, 0.019628042355179787, 0.08870343863964081, -0.024928489699959755, -0.07312546670436859, -0.03491437807679176, -0.016017025336623192, 0.0777420699596405, 0.0009403936564922333, 0.008048644289374352, -0.041238196194171906, 0.11868622899055481, 0.04468802735209465, 0.10708341002464294, 0.11037012189626694, -0.09555673599243164, -0.07587360590696335, 0.04977806285023689, -0.017290133982896805, -0.009226426482200623, 0.010337650775909424, -0.06824545562267303, 0.018546732142567635, 0.08633787930011749, -0.022525910288095474, -0.013850961811840534, -0.033953744918107986, -0.032932598143815994, 0.018941747024655342, 0.00027122648316435516, -0.018297024071216583, 0.005811661947518587, -0.028062675148248672, 0.008281182497739792, -0.019112713634967804, -0.058869894593954086, 0.04277849197387695, -0.030704718083143234, 0.03762490302324295, -0.04286901280283928, -0.05119883641600609, 0.08343955129384995, 0.06690482795238495, 0.013823837973177433, 0.09573866426944733, 0.0870346948504448, 0.04122155159711838, 0.019083544611930847, 0.091401107609272, -0.010209272615611553, -0.07851969450712204, 0.047654297202825546, 0.029250049963593483, -0.00527083920314908, 0.001958624692633748, 0.035964276641607285]"
